Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[220/2517] actionclipautoautotrain00219: frames=291, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00219.avi), written=291
[221/2517] actionclipautoautotrain00223: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00223.avi), written=231
[222/2517] actionclipautoautotrain00221: frames=321, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00221.avi), written=321
[223/2517] actionclipautoautotrain00222: frames=500, subjects=4, fps=29.97 (ffprobe:actionclipautoautotrain00222.avi), written=500
[224/2517] actionclipautoautotrain00225: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00225.avi), written=231
[225/2517] actionclipautoautotrain00224: frames=531, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00224.avi), written=531
[226/2517] actionclipautoautotrain00227: frames=291, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00227.avi), written=291
[227/2517] actionclipautoautotrain00226: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00226.avi), written=261
[228/2517] actionclipautoautotrain00228: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00228.avi), written=261
[229/2517] actionclipautoautotrain00232: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00232.avi), written=261
[230/2517] actionclipautoautotrain00231: frames=350, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00231.avi), written=350
[231/2517] actionclipautoautotrain00229: frames=351, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00229.avi), written=351
[232/2517] actionclipautoautotrain00234: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00234.avi), written=261
[233/2517] actionclipautoautotrain00235: frames=291, subjects=4, fps=29.97 (ffprobe:actionclipautoautotrain00235.avi), written=291
[234/2517] actionclipautoautotrain00230: frames=411, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00230.avi), written=411
[235/2517] actionclipautoautotrain00233: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00233.avi), written=231
[236/2517] actionclipautoautotrain00237: frames=291, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00237.avi), written=291
[237/2517] actionclipautoautotrain00238: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00238.avi), written=231
[238/2517] actionclipautoautotrain00240: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00240.avi), written=231
[239/2517] actionclipautoautotrain00236: frames=411, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00236.avi), written=411
[240/2517] actionclipautoautotrain00242: frames=291, subjects=4, fps=29.97 (ffprobe:actionclipautoautotrain00242.avi), written=291
[241/2517] actionclipautoautotrain00247: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00247.avi), written=231
[242/2517] actionclipautoautotrain00246: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00246.avi), written=231
[243/2517] actionclipautoautotrain00241: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00241.avi), written=231
[244/2517] actionclipautoautotrain00243: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00243.avi), written=231
[245/2517] actionclipautoautotrain00239: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00239.avi), written=261
[246/2517] actionclipautoautotrain00251: frames=231, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00251.avi), written=231
[247/2517] actionclipautoautotrain00248: frames=470, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00248.avi), written=470
[248/2517] actionclipautoautotrain00253: frames=320, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00253.avi), written=320
[249/2517] actionclipautoautotrain00250: frames=740, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00250.avi), written=740
[250/2517] actionclipautoautotrain00244: frames=500, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00244.avi), written=500
[251/2517] actionclipautoautotrain00249: frames=351, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00249.avi), written=351
[252/2517] actionclipautoautotrain00255: frames=321, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00255.avi), written=321
[253/2517] actionclipautoautotrain00254: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00254.avi), written=261
[254/2517] actionclipautoautotrain00245: frames=291, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00245.avi), written=291
[255/2517] actionclipautoautotrain00256: frames=291, subjects=4, fps=29.97 (ffprobe:actionclipautoautotrain00256.avi), written=291
[256/2517] actionclipautoautotrain00257: frames=261, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00257.avi), written=261
[257/2517] actionclipautoautotrain00260: frames=381, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00260.avi), written=381
[258/2517] actionclipautoautotrain00261: frames=411, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00261.avi), written=411
[259/2517] actionclipautoautotrain00262: frames=291, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00262.avi), written=291
[260/2517] actionclipautoautotrain00259: frames=501, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00259.avi), written=501
[261/2517] actionclipautoautotrain00263: frames=321, subjects=4, fps=29.97 (ffprobe:actionclipautoautotrain00263.avi), written=321
[262/2517] actionclipautoautotrain00252: frames=771, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00252.avi), written=771
[263/2517] actionclipautoautotrain00264: frames=306, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00264.avi), written=306
[264/2517] actionclipautoautotrain00265: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00265.avi), written=231
[265/2517] actionclipautoautotrain00266: frames=306, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00266.avi), written=306
[266/2517] actionclipautoautotrain00269: frames=306, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00269.avi), written=306
[267/2517] actionclipautoautotrain00270: frames=306, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00270.avi), written=306
[268/2517] actionclipautoautotrain00267: frames=356, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00267.avi), written=356
[269/2517] actionclipautoautotrain00268: frames=406, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00268.avi), written=406
[270/2517] actionclipautoautotrain00258: frames=860, subjects=5, fps=29.97 (ffprobe:actionclipautoautotrain00258.avi), written=860
[271/2517] actionclipautoautotrain00271: frames=456, subjects=3, fps=23.976 (ffprobe:actionclipautoautotrain00271.avi), written=456
[272/2517] actionclipautoautotrain00273: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00273.avi), written=281
[273/2517] actionclipautoautotrain00274: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00274.avi), written=231
[274/2517] actionclipautoautotrain00272: frames=581, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00272.avi), written=581
[275/2517] actionclipautoautotrain00275: frames=306, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00275.avi), written=306
[276/2517] actionclipautoautotrain00278: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00278.avi), written=256
[277/2517] actionclipautoautotrain00281: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00281.avi), written=256
[278/2517] actionclipautoautotrain00280: frames=231, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00280.avi), written=231
[279/2517] actionclipautoautotrain00277: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00277.avi), written=231
[280/2517] actionclipautoautotrain00276: frames=531, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00276.avi), written=531
[281/2517] actionclipautoautotrain00279: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00279.avi), written=281
[282/2517] actionclipautoautotrain00282: frames=331, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00282.avi), written=331
[283/2517] actionclipautoautotrain00286: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00286.avi), written=231
[284/2517] actionclipautoautotrain00285: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00285.avi), written=281
[285/2517] actionclipautoautotrain00283: frames=356, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00283.avi), written=356
[286/2517] actionclipautoautotrain00284: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00284.avi), written=281
[287/2517] actionclipautoautotrain00287: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00287.avi), written=256
[288/2517] actionclipautoautotrain00288: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00288.avi), written=256
[289/2517] actionclipautoautotrain00290: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00290.avi), written=256
[290/2517] actionclipautoautotrain00289: frames=356, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00289.avi), written=356
[291/2517] actionclipautoautotrain00292: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00292.avi), written=281
[292/2517] actionclipautoautotrain00296: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00296.avi), written=281
[293/2517] actionclipautoautotrain00295: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00295.avi), written=281
[294/2517] actionclipautoautotrain00291: frames=306, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00291.avi), written=306
[295/2517] actionclipautoautotrain00294: frames=331, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00294.avi), written=331
[296/2517] actionclipautoautotrain00297: frames=281, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00297.avi), written=281
[297/2517] actionclipautoautotrain00298: frames=256, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00298.avi), written=256
[298/2517] actionclipautoautotrain00301: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00301.avi), written=255
[299/2517] actionclipautoautotrain00302: frames=255, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00302.avi), written=255
[300/2517] actionclipautoautotrain00300: frames=303, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00300.avi), written=303
[301/2517] actionclipautoautotrain00293: frames=1731, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00293.avi), written=1731
[302/2517] actionclipautoautotrain00304: frames=255, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00304.avi), written=255
[303/2517] actionclipautoautotrain00299: frames=956, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00299.avi), written=956
[304/2517] actionclipautoautotrain00303: frames=279, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00303.avi), written=279
[305/2517] actionclipautoautotrain00309: frames=231, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00309.avi), written=231
[306/2517] actionclipautoautotrain00305: frames=279, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00305.avi), written=279
[307/2517] actionclipautoautotrain00308: frames=306, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00308.avi), written=306
[308/2517] actionclipautoautotrain00307: frames=481, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00307.avi), written=481
[309/2517] actionclipautoautotrain00312: frames=281, subjects=4, fps=25 (ffprobe:actionclipautoautotrain00312.avi), written=281
[310/2517] actionclipautoautotrain00311: frames=306, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00311.avi), written=306
[311/2517] actionclipautoautotrain00316: frames=231, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00316.avi), written=231
[312/2517] actionclipautoautotrain00314: frames=256, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00314.avi), written=256
[313/2517] actionclipautoautotrain00310: frames=1231, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00310.avi), written=1231
[314/2517] actionclipautoautotrain00318: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00318.avi), written=255
[315/2517] actionclipautoautotrain00317: frames=756, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00317.avi), written=756
[316/2517] actionclipautoautotrain00319: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00319.avi), written=255
[317/2517] actionclipautoautotrain00306: frames=759, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00306.avi), written=759
[318/2517] actionclipautoautotrain00313: frames=1564, subjects=5, fps=25 (ffprobe:actionclipautoautotrain00313.avi), written=1564
[319/2517] actionclipautoautotrain00322: frames=303, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00322.avi), written=303
[320/2517] actionclipautoautotrain00320: frames=327, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00320.avi), written=327
[321/2517] actionclipautoautotrain00324: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00324.avi), written=231
[322/2517] actionclipautoautotrain00325: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00325.avi), written=231
[323/2517] actionclipautoautotrain00328: frames=231, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00328.avi), written=231
[324/2517] actionclipautoautotrain00326: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00326.avi), written=255
[325/2517] actionclipautoautotrain00329: frames=303, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00329.avi), written=303
[326/2517] actionclipautoautotrain00323: frames=543, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00323.avi), written=543
[327/2517] actionclipautoautotrain00321: frames=447, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00321.avi), written=447
[328/2517] actionclipautoautotrain00330: frames=327, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00330.avi), written=327
[329/2517] actionclipautoautotrain00327: frames=327, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00327.avi), written=327
[330/2517] actionclipautoautotrain00333: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00333.avi), written=231
[331/2517] actionclipautoautotrain00332: frames=447, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00332.avi), written=447
[332/2517] actionclipautoautotrain00337: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00337.avi), written=255
[333/2517] actionclipautoautotrain00331: frames=734, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00331.avi), written=734
[334/2517] actionclipautoautotrain00336: frames=303, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00336.avi), written=303
[335/2517] actionclipautoautotrain00334: frames=279, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00334.avi), written=279
[336/2517] actionclipautoautotrain00335: frames=279, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00335.avi), written=279
[337/2517] actionclipautoautotrain00338: frames=327, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00338.avi), written=327
[338/2517] actionclipautoautotrain00340: frames=303, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00340.avi), written=303
[339/2517] actionclipautoautotrain00339: frames=279, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00339.avi), written=279
[340/2517] actionclipautoautotrain00341: frames=303, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00341.avi), written=303
[341/2517] actionclipautoautotrain00342: frames=327, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00342.avi), written=327
[342/2517] actionclipautoautotrain00343: frames=447, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00343.avi), written=447
[343/2517] actionclipautoautotrain00345: frames=326, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00345.avi), written=326
[344/2517] actionclipautoautotrain00348: frames=231, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00348.avi), written=231
[345/2517] actionclipautoautotrain00346: frames=279, subjects=4, fps=23.976 (ffprobe:actionclipautoautotrain00346.avi), written=279
[346/2517] actionclipautoautotrain00349: frames=255, subjects=5, fps=23.976 (ffprobe:actionclipautoautotrain00349.avi), written=255
